seat_no,paper_1_IA,paper_2_IA,paper_3_IA,paper_4_IA,paper_5_IA,paper_6_IA,paper_7_IA,paper_8_IA,paper_9_IA,paper_10_IA,paper_1_TOT,paper_2_TOT,paper_3_TOT,paper_4_TOT,paper_5_TOT,paper_6_TOT,paper_7_TOT,paper_8_TOT,paper_9_TOT,paper_10_TOT,paper_1_EX,paper_2_EX,paper_3_EX,paper_4_EX,paper_5_EX,paper_6_EX,paper_7_EX,paper_8_EX,paper_9_EX,paper_10_EX
5018267,9.0,13.0,20.0,20.0,40.0,11.0,16.0,11.0,20.0,20.0,54.0,54.0,41.0,40.0,60.0,45.0,69.0,55.0,20.0,20.0,45.0,41.0,45.0,41.0,21.0,34.0,53.0,44.0,20.0,20.0
5018268,10.0,15.0,20.0,19.0,40.0,16.0,16.0,14.0,19.0,20.0,56.0,53.0,39.0,39.0,60.0,56.0,62.0,58.0,19.0,20.0,46.0,38.0,46.0,38.0,19.0,40.0,46.0,44.0,20.0,20.0
5018269,14.0,16.0,21.0,20.0,42.0,16.0,17.0,13.0,19.0,21.0,60.0,57.0,42.0,41.0,63.0,54.0,80.0,65.0,19.0,21.0,46.0,41.0,46.0,41.0,21.0,38.0,63.0,52.0,21.0,21.0
5018270,16.0,15.0,21.0,20.0,43.0,13.0,17.0,16.0,20.0,21.0,56.0,70.0,41.0,41.0,64.0,78.0,73.0,72.0,20.0,21.0,40.0,55.0,40.0,55.0,20.0,65.0,56.0,56.0,21.0,21.0
5018271,16.0,14.0,20.0,21.0,45.0,13.0,15.0,15.0,20.0,20.0,48.0,69.0,40.0,43.0,67.0,62.0,53.0,59.0,20.0,20.0,32.0,55.0,32.0,55.0,20.0,49.0,38.0,44.0,22.0,22.0
5018272,15.0,16.0,21.0,20.0,42.0,13.0,17.0,14.0,19.0,20.0,54.0,48.0,41.0,41.0,63.0,58.0,53.0,58.0,19.0,20.0,39.0,32.0,39.0,32.0,20.0,45.0,36.0,44.0,21.0,21.0
5018273,16.0,14.0,21.0,20.0,42.0,13.0,16.0,9.0,19.0,21.0,64.0,66.0,42.0,40.0,63.0,60.0,57.0,56.0,19.0,21.0,48.0,52.0,48.0,52.0,21.0,47.0,41.0,47.0,20.0,21.0
5018274,16.0,14.0,20.0,20.0,40.0,16.0,16.0,16.0,19.0,20.0,48.0,57.0,40.0,40.0,60.0,64.0,65.0,59.0,19.0,20.0,32.0,43.0,32.0,43.0,20.0,48.0,49.0,43.0,20.0,20.0
5018275,15.0,13.0,21.0,20.0,42.0,14.0,15.0,15.0,19.0,20.0,47.0,55.0,41.0,40.0,63.0,73.0,58.0,58.0,19.0,20.0,32.0,42.0,32.0,42.0,20.0,59.0,43.0,43.0,20.0,21.0
5018276,16.0,16.0,22.0,23.0,46.0,17.0,16.0,18.0,23.0,22.0,49.0,63.0,45.0,45.0,69.0,52.0,73.0,58.0,23.0,22.0,33.0,47.0,33.0,47.0,23.0,35.0,57.0,40.0,22.0,23.0
5018277,16.0,16.0,21.0,21.0,45.0,15.0,17.0,16.0,21.0,21.0,48.0,66.0,42.0,42.0,67.0,47.0,68.0,59.0,21.0,21.0,32.0,50.0,32.0,50.0,21.0,32.0,51.0,43.0,21.0,22.0
5018278,14.0,8.0,21.0,20.0,42.0,9.0,13.0,12.0,21.0,21.0,46.0,22.0,41.0,41.0,63.0,48.0,33.0,59.0,21.0,21.0,32.0,14.0,32.0,14.0,20.0,39.0,20.0,47.0,21.0,21.0
5018494,11.0,17.0,20.0,20.0,40.0,19.0,17.0,20.0,22.0,22.0,57.0,70.0,40.0,41.0,60.0,51.0,69.0,80.0,22.0,22.0,46.0,53.0,46.0,53.0,20.0,32.0,52.0,60.0,21.0,20.0
5018495,13.0,17.0,23.0,22.0,41.0,15.0,16.0,16.0,21.0,22.0,45.0,50.0,46.0,45.0,62.0,57.0,65.0,65.0,21.0,22.0,32.0,33.0,32.0,33.0,23.0,42.0,49.0,49.0,23.0,21.0
5018496,15.0,18.0,22.0,21.0,43.0,17.0,17.0,17.0,22.0,21.0,52.0,52.0,44.0,43.0,64.0,44.0,49.0,49.0,22.0,21.0,37.0,34.0,37.0,34.0,22.0,27.0,32.0,32.0,22.0,21.0
5018497,20.0,20.0,23.0,23.0,45.0,20.0,20.0,20.0,23.0,23.0,77.0,87.0,46.0,45.0,67.0,91.0,84.0,90.0,23.0,23.0,57.0,67.0,57.0,67.0,23.0,71.0,64.0,70.0,22.0,22.0
5018498,20.0,20.0,24.0,23.0,48.0,20.0,20.0,20.0,23.0,23.0,87.0,83.0,47.0,46.0,71.0,87.0,74.0,76.0,23.0,23.0,67.0,63.0,67.0,63.0,23.0,67.0,54.0,56.0,23.0,23.0
5018499,13.0,16.0,21.0,22.0,42.0,16.0,15.0,18.0,20.0,20.0,52.0,48.0,42.0,44.0,63.0,64.0,63.0,69.0,20.0,20.0,39.0,32.0,39.0,32.0,21.0,48.0,48.0,51.0,22.0,21.0
5018500,19.0,20.0,23.0,23.0,46.0,20.0,20.0,20.0,23.0,23.0,78.0,74.0,46.0,46.0,69.0,72.0,71.0,86.0,23.0,23.0,59.0,54.0,59.0,54.0,23.0,52.0,51.0,66.0,23.0,23.0
5018501,14.0,17.0,20.0,20.0,41.0,14.0,14.0,15.0,21.0,20.0,75.0,51.0,41.0,41.0,62.0,66.0,55.0,62.0,21.0,20.0,61.0,34.0,61.0,34.0,21.0,52.0,41.0,47.0,21.0,21.0
5018502,17.0,20.0,20.0,22.0,39.0,20.0,20.0,20.0,21.0,23.0,69.0,52.0,41.0,44.0,60.0,73.0,72.0,73.0,21.0,23.0,52.0,32.0,52.0,32.0,21.0,53.0,52.0,53.0,22.0,21.0
5018503,20.0,19.0,23.0,22.0,47.0,18.0,19.0,20.0,23.0,22.0,77.0,80.0,46.0,45.0,70.0,77.0,66.0,76.0,23.0,22.0,57.0,61.0,57.0,61.0,23.0,59.0,47.0,56.0,23.0,23.0
5018504,12.0,18.0,23.0,23.0,47.0,17.0,17.0,16.0,23.0,23.0,44.0,67.0,46.0,45.0,70.0,60.0,66.0,72.0,23.0,23.0,32.0,49.0,32.0,49.0,23.0,43.0,49.0,56.0,22.0,23.0
5018505,8.0,17.0,20.0,21.0,40.0,14.0,14.0,16.0,20.0,21.0,52.0,64.0,40.0,42.0,60.0,73.0,56.0,50.0,20.0,21.0,44.0,47.0,44.0,47.0,20.0,59.0,42.0,34.0,21.0,20.0
5018506,9.0,12.0,18.0,16.0,40.0,12.0,16.0,15.0,20.0,21.0,62.0,40.0,37.0,34.0,56.0,50.0,50.0,65.0,20.0,21.0,53.0,28.0,53.0,28.0,19.0,38.0,34.0,50.0,18.0,16.0
5018507,11.0,14.0,18.0,18.0,36.0,11.0,16.0,16.0,19.0,21.0,38.0,38.0,36.0,37.0,53.0,52.0,58.0,52.0,19.0,21.0,27.0,24.0,27.0,24.0,18.0,41.0,42.0,36.0,19.0,17.0
5018508,14.0,19.0,21.0,22.0,44.0,14.0,16.0,19.0,20.0,22.0,62.0,68.0,41.0,45.0,66.0,65.0,55.0,66.0,20.0,22.0,48.0,49.0,48.0,49.0,20.0,51.0,39.0,47.0,23.0,22.0
5018509,10.0,17.0,18.0,17.0,30.0,11.0,17.0,19.0,20.0,21.0,44.0,56.0,38.0,35.0,46.0,55.0,55.0,74.0,20.0,21.0,34.0,39.0,34.0,39.0,20.0,44.0,38.0,55.0,18.0,16.0
5018510,19.0,18.0,19.0,20.0,40.0,19.0,19.0,20.0,21.0,22.0,69.0,52.0,37.0,41.0,60.0,81.0,58.0,68.0,21.0,22.0,50.0,34.0,50.0,34.0,18.0,62.0,39.0,48.0,21.0,20.0
5018511,8.0,10.0,20.0,16.0,36.0,13.0,8.0,13.0,20.0,20.0,31.0,29.0,40.0,34.0,51.0,45.0,35.0,51.0,20.0,20.0,23.0,19.0,23.0,19.0,20.0,32.0,27.0,38.0,18.0,15.0
5018512,18.0,17.0,23.0,21.0,45.0,18.0,18.0,17.0,23.0,22.0,53.0,51.0,46.0,41.0,67.0,54.0,61.0,64.0,23.0,22.0,35.0,34.0,35.0,34.0,23.0,36.0,43.0,47.0,20.0,22.0
5018513,20.0,16.0,23.0,23.0,45.0,15.0,17.0,18.0,23.0,22.0,80.0,73.0,46.0,45.0,68.0,61.0,71.0,74.0,23.0,22.0,60.0,57.0,60.0,57.0,23.0,46.0,54.0,56.0,22.0,23.0
5018514,9.0,8.0,18.0,16.0,32.0,9.0,13.0,10.0,18.0,20.0,28.0,59.0,36.0,33.0,47.0,41.0,50.0,70.0,18.0,20.0,19.0,51.0,19.0,51.0,18.0,32.0,37.0,60.0,17.0,15.0
5018515,13.0,18.0,18.0,21.0,40.0,12.0,15.0,14.0,20.0,21.0,61.0,56.0,37.0,43.0,60.0,49.0,47.0,47.0,20.0,21.0,48.0,38.0,48.0,38.0,19.0,37.0,32.0,33.0,22.0,20.0
5018516,19.0,17.0,22.0,21.0,45.0,16.0,17.0,15.0,22.0,21.0,62.0,56.0,44.0,43.0,67.0,48.0,53.0,64.0,22.0,21.0,43.0,39.0,43.0,39.0,22.0,32.0,36.0,49.0,22.0,22.0
5018517,12.0,17.0,19.0,21.0,40.0,16.0,17.0,18.0,22.0,21.0,48.0,44.0,41.0,41.0,60.0,48.0,72.0,62.0,22.0,21.0,36.0,27.0,36.0,27.0,22.0,32.0,55.0,44.0,20.0,20.0
5018518,20.0,20.0,23.0,22.0,45.0,20.0,20.0,19.0,22.0,23.0,23.0,81.0,45.0,43.0,67.0,39.0,85.0,77.0,22.0,23.0,3.0,61.0,3.0,61.0,22.0,19.0,65.0,58.0,21.0,22.0
5018519,10.0,15.0,16.0,16.0,30.0,15.0,16.0,15.0,20.0,20.0,43.0,67.0,34.0,33.0,45.0,60.0,58.0,70.0,20.0,20.0,33.0,52.0,33.0,52.0,18.0,45.0,42.0,55.0,17.0,15.0
5018520,18.0,16.0,20.0,21.0,45.0,15.0,17.0,17.0,20.0,21.0,74.0,73.0,40.0,41.0,67.0,61.0,58.0,81.0,20.0,21.0,56.0,57.0,56.0,57.0,20.0,46.0,41.0,64.0,20.0,22.0
5018521,15.0,13.0,22.0,23.0,45.0,10.0,11.0,17.0,22.0,23.0,35.0,52.0,44.0,46.0,68.0,46.0,53.0,62.0,22.0,23.0,20.0,39.0,20.0,39.0,22.0,36.0,42.0,45.0,23.0,23.0
5018522,9.0,14.0,20.0,20.0,40.0,10.0,16.0,14.0,20.0,20.0,49.0,39.0,40.0,40.0,60.0,48.0,62.0,56.0,20.0,20.0,40.0,25.0,40.0,25.0,20.0,38.0,46.0,42.0,20.0,20.0
5018523,20.0,19.0,22.0,22.0,46.0,20.0,20.0,18.0,23.0,23.0,55.0,68.0,44.0,43.0,69.0,56.0,74.0,76.0,23.0,23.0,35.0,49.0,35.0,49.0,22.0,36.0,54.0,58.0,21.0,23.0
5018524,20.0,18.0,23.0,22.0,46.0,17.0,15.0,18.0,23.0,20.0,69.0,75.0,46.0,43.0,69.0,56.0,65.0,67.0,23.0,20.0,49.0,57.0,49.0,57.0,23.0,39.0,50.0,49.0,21.0,23.0
5018525,8.0,17.0,18.0,18.0,38.0,14.0,14.0,15.0,18.0,20.0,40.0,52.0,36.0,37.0,56.0,47.0,46.0,53.0,18.0,20.0,32.0,35.0,32.0,35.0,18.0,33.0,32.0,38.0,19.0,18.0
5018526,8.0,15.0,18.0,20.0,40.0,13.0,14.0,14.0,18.0,20.0,54.0,60.0,36.0,41.0,60.0,36.0,42.0,58.0,18.0,20.0,46.0,45.0,46.0,45.0,18.0,23.0,28.0,44.0,21.0,20.0
5018527,17.0,17.0,23.0,22.0,46.0,17.0,18.0,17.0,23.0,22.0,64.0,49.0,46.0,43.0,69.0,49.0,68.0,58.0,23.0,22.0,47.0,32.0,47.0,32.0,23.0,32.0,50.0,41.0,21.0,23.0
5018528,20.0,19.0,23.0,23.0,46.0,19.0,20.0,18.0,23.0,23.0,71.0,65.0,46.0,45.0,69.0,61.0,55.0,60.0,23.0,23.0,51.0,46.0,51.0,46.0,23.0,42.0,35.0,42.0,22.0,23.0
5018529,16.0,16.0,21.0,22.0,45.0,17.0,17.0,18.0,22.0,22.0,48.0,60.0,43.0,43.0,68.0,70.0,69.0,64.0,22.0,22.0,32.0,44.0,32.0,44.0,22.0,53.0,52.0,46.0,21.0,23.0
5018530,13.0,16.0,20.0,22.0,46.0,18.0,15.0,20.0,20.0,21.0,45.0,72.0,40.0,44.0,69.0,53.0,61.0,66.0,20.0,21.0,32.0,56.0,32.0,56.0,20.0,35.0,46.0,46.0,22.0,23.0
5018531,12.0,15.0,20.0,20.0,40.0,11.0,16.0,16.0,20.0,20.0,30.0,68.0,40.0,41.0,60.0,30.0,56.0,44.0,20.0,20.0,18.0,53.0,18.0,53.0,20.0,19.0,40.0,28.0,21.0,20.0
5018532,19.0,20.0,20.0,23.0,46.0,19.0,20.0,18.0,22.0,23.0,65.0,68.0,42.0,45.0,69.0,76.0,76.0,78.0,22.0,23.0,46.0,48.0,46.0,48.0,22.0,57.0,56.0,60.0,22.0,23.0
5018533,10.0,8.0,16.0,16.0,31.0,8.0,9.0,19.0,18.0,18.0,43.0,55.0,34.0,33.0,46.0,60.0,52.0,66.0,18.0,18.0,33.0,47.0,33.0,47.0,18.0,52.0,43.0,47.0,17.0,15.0
5018534,17.0,16.0,21.0,19.0,38.0,13.0,19.0,19.0,20.0,21.0,54.0,60.0,41.0,39.0,56.0,50.0,67.0,68.0,20.0,21.0,37.0,44.0,37.0,44.0,20.0,37.0,48.0,49.0,20.0,18.0
5018535,9.0,12.0,21.0,20.0,42.0,11.0,15.0,17.0,20.0,20.0,31.0,48.0,41.0,41.0,63.0,57.0,51.0,58.0,20.0,20.0,22.0,36.0,22.0,36.0,20.0,46.0,36.0,41.0,21.0,21.0
5018536,8.0,12.0,16.0,18.0,36.0,11.0,17.0,15.0,18.0,21.0,40.0,39.0,34.0,37.0,53.0,45.0,57.0,55.0,18.0,21.0,32.0,27.0,32.0,27.0,18.0,34.0,40.0,40.0,19.0,17.0
5018537,18.0,16.0,23.0,22.0,46.0,16.0,15.0,15.0,21.0,22.0,51.0,66.0,44.0,43.0,69.0,52.0,53.0,69.0,21.0,22.0,33.0,50.0,33.0,50.0,21.0,36.0,38.0,54.0,21.0,23.0
5018538,14.0,14.0,20.0,20.0,42.0,10.0,13.0,16.0,20.0,20.0,47.0,52.0,40.0,40.0,64.0,42.0,48.0,69.0,20.0,20.0,33.0,38.0,33.0,38.0,20.0,32.0,35.0,53.0,20.0,22.0
5018539,18.0,12.0,20.0,20.0,40.0,14.0,15.0,13.0,20.0,20.0,42.0,68.0,40.0,41.0,60.0,72.0,48.0,65.0,20.0,20.0,24.0,56.0,24.0,56.0,20.0,58.0,33.0,52.0,21.0,20.0
5018540,10.0,14.0,18.0,21.0,40.0,13.0,12.0,12.0,21.0,21.0,34.0,46.0,39.0,41.0,60.0,65.0,56.0,64.0,21.0,21.0,24.0,32.0,24.0,32.0,21.0,52.0,44.0,52.0,20.0,20.0
5018541,13.0,15.0,20.0,20.0,41.0,15.0,15.0,18.0,21.0,20.0,48.0,64.0,41.0,42.0,61.0,71.0,56.0,73.0,21.0,20.0,35.0,49.0,35.0,49.0,21.0,56.0,41.0,55.0,22.0,20.0
5018542,16.0,15.0,23.0,20.0,47.0,16.0,15.0,18.0,23.0,23.0,20.0,56.0,46.0,41.0,70.0,60.0,27.0,52.0,23.0,23.0,4.0,41.0,4.0,41.0,23.0,44.0,12.0,34.0,21.0,23.0
5018543,12.0,18.0,18.0,23.0,40.0,16.0,18.0,19.0,20.0,21.0,68.0,71.0,38.0,45.0,60.0,78.0,71.0,62.0,20.0,21.0,56.0,53.0,56.0,53.0,20.0,62.0,53.0,43.0,22.0,20.0
5018544,15.0,17.0,21.0,22.0,41.0,17.0,16.0,19.0,21.0,22.0,73.0,63.0,42.0,43.0,62.0,69.0,64.0,54.0,21.0,22.0,58.0,46.0,58.0,46.0,21.0,52.0,48.0,35.0,21.0,21.0
5018545,8.0,6.0,16.0,15.0,26.0,9.0,8.0,8.0,18.0,18.0,8.0,6.0,34.0,31.0,40.0,9.0,8.0,8.0,18.0,18.0,0.0,,0.0,0.0,18.0,,,,16.0,14.0
5018546,19.0,18.0,20.0,22.0,44.0,17.0,18.0,18.0,20.0,22.0,69.0,55.0,40.0,44.0,66.0,65.0,71.0,78.0,20.0,22.0,50.0,37.0,50.0,37.0,20.0,48.0,53.0,60.0,22.0,22.0
5018547,1.0,9.0,16.0,14.0,26.0,4.0,6.0,1.0,18.0,18.0,3.0,12.0,34.0,30.0,40.0,5.0,14.0,18.0,18.0,18.0,2.0,3.0,2.0,3.0,18.0,1.0,8.0,17.0,16.0,14.0
5018548,18.0,17.0,22.0,21.0,45.0,12.0,18.0,19.0,20.0,21.0,60.0,75.0,43.0,43.0,67.0,52.0,58.0,78.0,20.0,21.0,42.0,58.0,42.0,58.0,21.0,40.0,40.0,59.0,22.0,22.0
5018549,13.0,15.0,19.0,20.0,40.0,14.0,18.0,17.0,20.0,21.0,45.0,43.0,40.0,41.0,60.0,46.0,62.0,68.0,20.0,21.0,32.0,28.0,32.0,28.0,21.0,32.0,44.0,51.0,21.0,20.0
5018550,20.0,16.0,21.0,21.0,41.0,19.0,18.0,19.0,22.0,21.0,57.0,67.0,43.0,41.0,61.0,80.0,64.0,83.0,22.0,21.0,37.0,51.0,37.0,51.0,22.0,61.0,46.0,64.0,20.0,20.0
5018551,14.0,16.0,22.0,22.0,44.0,17.0,17.0,17.0,22.0,20.0,34.0,53.0,44.0,44.0,65.0,65.0,52.0,54.0,22.0,20.0,20.0,37.0,20.0,37.0,22.0,48.0,35.0,37.0,22.0,21.0
5018552,10.0,15.0,20.0,20.0,40.0,13.0,17.0,20.0,20.0,20.0,60.0,57.0,41.0,41.0,60.0,75.0,72.0,78.0,20.0,20.0,50.0,42.0,50.0,42.0,21.0,62.0,55.0,58.0,21.0,20.0
5018553,14.0,17.0,21.0,21.0,46.0,18.0,17.0,18.0,21.0,20.0,39.0,73.0,42.0,41.0,68.0,67.0,73.0,73.0,21.0,20.0,25.0,56.0,25.0,56.0,21.0,49.0,56.0,55.0,20.0,22.0
5018554,12.0,10.0,22.0,21.0,45.0,10.0,11.0,15.0,22.0,20.0,31.0,42.0,44.0,41.0,68.0,43.0,43.0,65.0,22.0,20.0,19.0,32.0,19.0,32.0,22.0,33.0,32.0,50.0,20.0,23.0
5018555,13.0,17.0,22.0,23.0,47.0,13.0,16.0,18.0,23.0,23.0,55.0,44.0,45.0,46.0,70.0,45.0,54.0,56.0,23.0,23.0,42.0,27.0,42.0,27.0,23.0,32.0,38.0,38.0,23.0,23.0
5018556,10.0,13.0,19.0,21.0,42.0,10.0,16.0,17.0,21.0,21.0,31.0,28.0,40.0,43.0,64.0,42.0,44.0,58.0,21.0,21.0,21.0,15.0,21.0,15.0,21.0,32.0,28.0,41.0,22.0,22.0
5018557,13.0,14.0,21.0,21.0,45.0,14.0,15.0,19.0,21.0,21.0,45.0,46.0,42.0,43.0,67.0,73.0,63.0,63.0,21.0,21.0,32.0,32.0,32.0,32.0,21.0,59.0,48.0,44.0,22.0,22.0
5018558,18.0,15.0,20.0,22.0,42.0,14.0,16.0,18.0,20.0,22.0,57.0,50.0,40.0,43.0,64.0,70.0,54.0,68.0,20.0,22.0,39.0,35.0,39.0,35.0,20.0,56.0,38.0,50.0,21.0,22.0
5018559,17.0,15.0,20.0,21.0,40.0,14.0,15.0,13.0,20.0,21.0,54.0,49.0,40.0,42.0,60.0,46.0,61.0,56.0,20.0,21.0,37.0,34.0,37.0,34.0,20.0,32.0,46.0,43.0,21.0,20.0
5018560,20.0,17.0,22.0,22.0,44.0,17.0,17.0,19.0,22.0,22.0,64.0,50.0,44.0,44.0,66.0,86.0,70.0,75.0,22.0,22.0,44.0,33.0,44.0,33.0,22.0,69.0,53.0,56.0,22.0,22.0
5018561,10.0,11.0,18.0,17.0,30.0,9.0,11.0,11.0,20.0,20.0,25.0,67.0,38.0,36.0,46.0,52.0,53.0,62.0,20.0,20.0,15.0,56.0,15.0,56.0,20.0,43.0,42.0,51.0,19.0,16.0
5235215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018562,14.0,15.0,17.0,21.0,40.0,11.0,14.0,15.0,20.0,23.0,63.0,38.0,36.0,39.0,61.0,52.0,54.0,58.0,20.0,23.0,49.0,23.0,49.0,23.0,19.0,41.0,40.0,43.0,18.0,21.0
5018563,12.0,14.0,20.0,21.0,40.0,11.0,12.0,14.0,22.0,23.0,44.0,39.0,40.0,40.0,60.0,30.0,44.0,46.0,22.0,23.0,32.0,25.0,32.0,25.0,20.0,19.0,32.0,32.0,19.0,20.0
5018564,16.0,18.0,22.0,21.0,41.0,14.0,17.0,16.0,22.0,23.0,74.0,60.0,42.0,42.0,61.0,64.0,56.0,55.0,22.0,23.0,58.0,42.0,58.0,42.0,20.0,50.0,39.0,39.0,21.0,20.0
5018565,18.0,18.0,22.0,22.0,46.0,14.0,17.0,17.0,22.0,23.0,74.0,62.0,41.0,42.0,69.0,73.0,68.0,66.0,22.0,23.0,56.0,44.0,56.0,44.0,19.0,59.0,51.0,49.0,20.0,23.0
5018566,13.0,13.0,19.0,21.0,42.0,12.0,12.0,16.0,19.0,21.0,45.0,33.0,38.0,39.0,62.0,50.0,58.0,68.0,19.0,21.0,32.0,20.0,32.0,20.0,19.0,38.0,46.0,52.0,18.0,20.0
5018567,12.0,15.0,17.0,16.0,38.0,11.0,14.0,13.0,13.0,16.0,50.0,56.0,36.0,35.0,56.0,25.0,51.0,45.0,13.0,16.0,38.0,41.0,38.0,41.0,19.0,14.0,37.0,32.0,19.0,18.0
5018568,13.0,16.0,18.0,20.0,40.0,11.0,14.0,15.0,20.0,20.0,45.0,66.0,38.0,38.0,60.0,54.0,58.0,58.0,20.0,20.0,32.0,50.0,32.0,50.0,20.0,43.0,44.0,43.0,18.0,20.0
5018569,11.0,13.0,18.0,19.0,42.0,10.0,13.0,14.0,18.0,20.0,55.0,48.0,37.0,36.0,63.0,56.0,48.0,50.0,18.0,20.0,44.0,35.0,44.0,35.0,19.0,46.0,35.0,36.0,17.0,21.0
5018570,17.0,16.0,18.0,20.0,45.0,15.0,13.0,17.0,16.0,17.0,49.0,60.0,41.0,42.0,67.0,55.0,61.0,61.0,16.0,17.0,32.0,44.0,32.0,44.0,23.0,40.0,48.0,44.0,22.0,22.0
5018571,16.0,16.0,23.0,21.0,45.0,14.0,14.0,16.0,17.0,23.0,62.0,56.0,42.0,41.0,68.0,69.0,65.0,69.0,17.0,23.0,46.0,40.0,46.0,40.0,19.0,55.0,51.0,53.0,20.0,23.0
5018572,15.0,15.0,23.0,21.0,43.0,13.0,13.0,16.0,21.0,23.0,54.0,57.0,41.0,42.0,65.0,54.0,54.0,58.0,21.0,23.0,39.0,42.0,39.0,42.0,18.0,41.0,41.0,42.0,21.0,22.0
5018573,10.0,14.0,18.0,21.0,40.0,12.0,13.0,13.0,20.0,19.0,36.0,54.0,36.0,40.0,62.0,44.0,45.0,51.0,20.0,19.0,26.0,40.0,26.0,40.0,18.0,32.0,32.0,38.0,19.0,22.0
5018574,14.0,18.0,20.0,22.0,45.0,7.0,13.0,16.0,18.0,19.0,63.0,71.0,40.0,43.0,68.0,59.0,72.0,64.0,18.0,19.0,49.0,53.0,49.0,53.0,20.0,52.0,59.0,48.0,21.0,23.0
5018575,8.0,14.0,19.0,21.0,32.0,11.0,12.0,14.0,20.0,21.0,45.0,37.0,40.0,41.0,49.0,43.0,44.0,47.0,20.0,21.0,37.0,23.0,37.0,23.0,21.0,32.0,32.0,33.0,20.0,17.0
5018576,13.0,16.0,17.0,20.0,43.0,12.0,13.0,15.0,20.0,23.0,53.0,54.0,36.0,38.0,65.0,47.0,50.0,58.0,20.0,23.0,40.0,38.0,40.0,38.0,19.0,35.0,37.0,43.0,18.0,22.0
5018577,13.0,15.0,19.0,21.0,40.0,11.0,13.0,16.0,19.0,21.0,45.0,47.0,37.0,38.0,60.0,43.0,51.0,60.0,19.0,21.0,32.0,32.0,32.0,32.0,18.0,32.0,38.0,44.0,17.0,20.0
5018578,14.0,18.0,17.0,20.0,40.0,15.0,15.0,17.0,20.0,18.0,80.0,54.0,38.0,38.0,58.0,68.0,64.0,78.0,20.0,18.0,66.0,36.0,66.0,36.0,21.0,53.0,49.0,61.0,18.0,18.0
5018579,16.0,16.0,19.0,18.0,41.0,13.0,13.0,14.0,19.0,18.0,75.0,55.0,41.0,37.0,62.0,56.0,63.0,64.0,19.0,18.0,59.0,39.0,59.0,39.0,22.0,43.0,50.0,50.0,19.0,21.0
5018580,16.0,18.0,20.0,20.0,44.0,15.0,13.0,17.0,20.0,20.0,69.0,68.0,41.0,40.0,66.0,65.0,78.0,69.0,20.0,20.0,53.0,50.0,53.0,50.0,21.0,50.0,65.0,52.0,20.0,22.0
5018581,15.0,18.0,17.0,21.0,41.0,17.0,16.0,15.0,22.0,22.0,54.0,69.0,35.0,40.0,62.0,66.0,64.0,66.0,22.0,22.0,39.0,51.0,39.0,51.0,18.0,49.0,48.0,51.0,19.0,21.0
5018582,9.0,11.0,17.0,17.0,43.0,9.0,9.0,10.0,15.0,18.0,30.0,48.0,35.0,33.0,63.0,29.0,26.0,46.0,15.0,18.0,21.0,37.0,21.0,37.0,18.0,20.0,17.0,36.0,16.0,20.0
5018583,17.0,17.0,17.0,20.0,44.0,14.0,15.0,16.0,16.0,19.0,75.0,61.0,35.0,39.0,66.0,57.0,59.0,81.0,16.0,19.0,58.0,44.0,58.0,44.0,18.0,43.0,44.0,65.0,19.0,22.0
5018584,17.0,18.0,22.0,21.0,45.0,16.0,17.0,16.0,21.0,21.0,66.0,54.0,41.0,41.0,68.0,78.0,74.0,63.0,21.0,21.0,49.0,36.0,49.0,36.0,19.0,62.0,57.0,47.0,20.0,23.0
5018585,12.0,15.0,17.0,19.0,42.0,10.0,15.0,13.0,16.0,18.0,60.0,48.0,37.0,40.0,64.0,53.0,52.0,50.0,16.0,18.0,48.0,33.0,48.0,33.0,20.0,43.0,37.0,37.0,21.0,22.0
5018586,11.0,13.0,17.0,20.0,43.0,10.0,13.0,13.0,17.0,18.0,49.0,46.0,35.0,38.0,64.0,42.0,45.0,39.0,17.0,18.0,38.0,33.0,38.0,33.0,18.0,32.0,32.0,26.0,18.0,21.0
5018587,15.0,17.0,19.0,22.0,41.0,15.0,18.0,18.0,20.0,21.0,64.0,75.0,37.0,43.0,63.0,65.0,78.0,67.0,20.0,21.0,49.0,58.0,49.0,58.0,18.0,50.0,60.0,49.0,21.0,22.0
5018588,14.0,14.0,17.0,16.0,43.0,14.0,18.0,16.0,16.0,16.0,53.0,68.0,36.0,36.0,64.0,74.0,65.0,63.0,16.0,16.0,39.0,54.0,39.0,54.0,19.0,60.0,47.0,47.0,20.0,21.0
5018589,12.0,16.0,17.0,19.0,40.0,14.0,14.0,16.0,18.0,21.0,65.0,53.0,36.0,37.0,60.0,51.0,61.0,66.0,18.0,21.0,53.0,37.0,53.0,37.0,19.0,37.0,47.0,50.0,18.0,20.0
5018590,16.0,17.0,22.0,19.0,40.0,15.0,15.0,16.0,18.0,21.0,70.0,72.0,42.0,40.0,59.0,79.0,64.0,73.0,18.0,21.0,54.0,55.0,54.0,55.0,20.0,64.0,49.0,57.0,21.0,19.0
5018591,13.0,17.0,20.0,20.0,41.0,11.0,12.0,14.0,20.0,21.0,58.0,68.0,39.0,38.0,60.0,23.0,60.0,57.0,20.0,21.0,45.0,51.0,45.0,51.0,19.0,12.0,48.0,43.0,18.0,19.0
